ITEM_NAME,ITEM_SEQ,ITEM_IMAGE,SHAPE,COLOR,PRINT_FRONT,PRINT_BACK
레복사신정100밀리그램(레보플록사신수화물),200202193,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzQA,0,0,4420,322
세프틸정250밀리그램(세푸록심악세틸),200003109,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nxz1SsaohU,1,0,4421,46
실타졸정50밀리그램(실로스타졸),200003114,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeqxE6La58,0,0,135,6011
유니바스크플러스정15/25밀리그람,200308340,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200086,2,3,1263,13451
유니바스크플러스정7.5/12.5밀리그람,200308338,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200089,2,3,1263,7486
아프렉신정(수출용),200300726,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000129,2,0,4422,322
에스코판정,200300741,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000132,0,0,4423,322
텐다나캅셀(수출명:인다나에프(Indana-F)캅셀)(수출용),199802219,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131800068,1,6,4424,322
디탈스탑캡슐,200201575,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151688585610100008,1,3,4425,322
멜라리스정,200201557,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000171,0,0,4426,322
바소큐란연질캡슐,200101853,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000177,2,4,4427,322
브이아이엠정,200401901,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000180,1,2,3490,322
알부라민연질캡슐,200201549,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100182,1,2,4428,322
올코정,200101862,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000186,1,0,4429,322
잘젠정,200101844,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ne_AD1Jdwa,1,4,4430,322
포부틴정(트리메부틴말레산염),200301181,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000192,0,0,4431,322
포나민정,200101555,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029800012,1,0,4432,46
테라400정,200300976,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000017,1,2,4433,632
로이디펜캡슐,200102499,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000020,1,3,4434,322
시노피드플러스정,200103964,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600095,1,0,2262,3422
메로빅캡슐(멜록시캄),200400387,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfaD,1,4,4435,322
록소디펜정(록소프로펜나트륨수화물),200200375,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Fo8,0,0,4436,322
티프라정100밀리그램(티로프라미드염산염),200100424,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FlX,0,0,1602,13452
로디핀지속정(펠로디핀),200301110,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000037,0,3,130,322
아스로펜정(아세클로페낙),200301663,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000043,0,0,4437,322
아세클란정(아세클로페낙),200300603,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000049,0,0,1018,3908
에어팩정(아세클로페낙),200301624,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000052,0,0,4438,322
아세낙정(아세클로페낙),200300687,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000055,0,0,1691,322
아세로정(아세클로페낙),200300307,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NeFqpW1ggm,0,0,4439,322
바소프릴정10mg(에날라프릴말레산염),200404763,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F64U3,0,0,2576,46
뮤코메드캡슐(에르도스테인),200403090,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600167,1,5,4440,322
엘도스타캡슐(에르도스테인),200400951,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000060,1,1,4441,322
헤브론에프정(아이비엽30%에탄올건조엑스(5~7.5→1)),200400794,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3-M,0,3,523,1847
푸로스텍정(아이비엽70%에탄올유동엑스),200401104,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154297265138500032,0,3,3967,5872
쿨펜프캡슐,200402725,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxqIn,1,5,2612,322
이텍스시메티딘정(시메티딘),200402420,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725962318400078,0,3,272,1166
메티딘정(시메티딘),200404009,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369816808400032,0,3,4442,322
아모틴정(파모티딘),200402057,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200036,0,0,4443,322
란프롤정(란소프라졸)(수출용),200403236,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200039,0,2,4444,322
란세트정(란소프라졸30밀리그람)(수출용),200402951,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200042,0,2,4445,322
미셀정100마이크로그램(미소프로스톨100배산),200400038,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200045,0,0,516,3375
잔시큐정75mg(라니티딘염산염),200401488,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200057,4,2,513,552
제이딘정75밀리그램(라니티딘염산염),200400114,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLbF,0,2,4139,552
레미피드정(레바미피드),200402879,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200063,0,0,3543,13044
뮤코피드정100밀리그램(레바미피드),200606999,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900108,0,0,407,2701
태준레바미피드정,200403099,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609547680800116,0,0,1031,2701
뉴코타정(레바미피드),200401582,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200072,0,0,4446,322
케이시드듀오정,200404702,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kcld,2,5,3990,322
소하벤돌정(알리벤돌)(수출용),200402641,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v21z,0,4,135,148
돔페리만정(돔페리돈말레산염)(수출용),200403259,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148613642712300115,0,0,3404,13029
한올돔페리돈말레산염정,200400378,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148704361517400032,0,0,502,13453
레보실정(레보설피리드),200404612,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800407078800015,0,0,4447,234
메부틴정(트리메부틴말레산염)(수출명: Supertrim Tab.),200403052,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200099,0,0,1127,1752
아보다트연질캡슐0.5밀리그램(두타스테리드),200409982,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200105,1,3,4448,322
실로스틴정(실로스타졸),200403040,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200114,0,0,4449,46
아마그린정2밀리그람(글리메피리드),200403351,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317968049100004,6,4,4450,46
글리텍정2밀리그램(글리메피리드),200400124,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200120,6,4,4451,46
글리필정2밀리그램(글리메피리드),200300530,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645879900077,6,4,4452,13454
미디아정(글리메피리드),200402602,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700142,6,4,4453,46
가바틴정800밀리그램(가바펜틴),200402138,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800080,2,0,1692,13455
렉사프로정10밀리그람(에스시탈로프람옥살산염),200410513,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100048,2,0,4454,322
렉사프로정5밀리그람(에스시탈로프람옥살산염),200410512,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100054,0,0,4455,322
써티칸정0.25밀리그램(에베로리무스),200603862,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6RX,0,0,949,206
써티칸정0.5밀리그램(에베로리무스),200603863,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6S7,0,0,2054,206
써티칸정1.0밀리그램(에베로리무스),200603865,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6Sj,0,0,4456,206
써티칸정0.75밀리그램(에베로리무스),200603864,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6TJ,0,0,309,206
스타레보필름코팅정150/37.5/200밀리그램,200410073,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FAt,2,2,4457,322
팜비어정750밀리그램(팜시클로비르),200511035,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mfz8CzCGIq,2,0,4458,322
아빌리파이정5밀리그램(아리피프라졸),200202888,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317988895100004,1,6,4459,322
토파메이트정100밀리그램(토피라메이트),200401252,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400074,0,3,1739,312
페딘정(펜터민염산염),200410827,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800119,0,5,312,46
밤비정(염산밤부테롤)(수출명:바메빈정),200401330,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800122,1,0,558,46
글루코반스정250/1.25밀리그람,200511023,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653006580000028,1,3,3009,1391
스파스맥스정5밀리그램(트로스퓸염화물),200301736,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946447752700015,0,0,4460,322
스토크린정600밀리그램(에파비렌즈),200809084,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800147,1,3,4461,322
바이토린정10/10,200511262,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800156,1,0,4462,322
바이토린정10/20,200511263,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800159,1,0,4463,322
바이토린정10/40,200511264,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800162,1,0,4464,322
페노디핀지속정(펠로디핀) (수출명 : 노디핀정(Nodipin Tab.)),200403241,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800165,0,3,296,13456
뉴카틴정(아세틸-L-카르니틴염산염),200403221,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800174,1,0,2017,322
인히프릴정(실라자프릴수화물),200403242,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609813331300067,0,3,4465,462
펠로핀지속정(펠로디핀),200501997,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800186,0,2,2504,130
리스돈정(리스페리돈)(수출명:에스씨페르달정),200501530,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800189,1,3,4466,322
다나칸캡슐(플루코나졸),200501560,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800192,1,1,4467,322
알빅스정(메만틴염산염),200501552,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800195,6,0,304,46
브이펜드정50밀리그람(보리코나졸),200108816,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366400103,0,0,450,13457
브이펜드정200밀리그람(보리코나졸),200108817,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366400109,2,0,450,13458
바이콜정,200201136,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200120,0,2,4468,46
아테로날정(아테놀롤),200301054,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955083194100071,0,0,4469,46
뉴로틴정(아세틸-L-카르니틴염산염),200200365,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125963362500055,1,0,4470,322
리버힐정(비페닐디메틸디카르복실레이트),200200366,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O9V3DqJYLM,2,0,3962,322
알루벡정,200201125,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200129,0,0,4471,322
에어페낙정(아세클로페낙),200101246,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200132,0,0,4472,322
엑시티딘캡슐150mg(니자티딘),200101240,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152103311438100035,1,3,4473,322
징코이드에스정(은행엽엑스),200201141,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599020614900004,0,5,2671,513
카디렌정25밀리그램(카르베딜롤),200301045,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777804344600108,0,0,1288,1093
티프리드정(티로프라미드염산염),200101244,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200158,0,0,529,322
푸로조신정2밀리그램(테라조신염산염수화물),200301107,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVU-6uw3p6,0,2,4095,46
솔리안정200밀리그램(아미설프리드),200700906,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v4E-,0,0,4474,46
팍스정(덱시부프로펜),200100323,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU9c_,1,2,240,6961
오클라틴정375밀리그램(아목시실린-클라불란산칼륨(2:1)),200103336,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200176,2,0,4475,322
오클라틴정625mg(아목시실린-클라불란산칼륨(4:1)),200103337,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6PwI,1,0,4476,4750
에이치엘비나프록센정(나프록센나트륨),200101871,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NgH462H52C,1,0,4477,322
터비넥스정(테르비나핀염산염),200101878,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609804554700019,0,0,949,7116
가트에프정,200202772,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194764897400001,0,0,4398,9086
바이부틴연질캅셀,200202765,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809045897300141,1,3,4478,322
플로졸캡슐(플루코나졸),200202782,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2DF,1,6,4479,322
아네톤정(카르보닐철)(수출명:아네툰정),200101778,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400023,1,2,339,322
뉴로카틸정(아세틸-L-카르니틴염산염),200302881,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151922765025100065,1,0,4480,322
리피딜슈프라정(페노피브레이트),200308577,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520364900079,2,0,1817,12870
리피다틴정20밀리그람(심바스타틴),200300216,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609813331300103,2,3,4481,46
아카멘드정(아세틸-L-카르니틴염산염),200300203,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653006580000070,1,0,4482,322
스포라틴정(아세틸-L-카르니틴염산염),200302049,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6GgU,1,0,4483,322
유니펙탄캡슐(에르도스테인),200302457,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317963768300004,1,5,4484,322
미노톨연질캡슐300mg(미르톨),200302034,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000088,2,1,322,322
디피린정,200302033,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000091,0,2,4485,322
래오리드정(레보설피리드),200301770,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000097,0,0,4486,11612
경보세파클러캡슐,200302420,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000128,1,5,4487,322
푸코졸캡슐(플루코나졸)(수출명:파코졸캡슐),200300262,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000133,1,5,4488,322
루코나졸캡슐(플루코나졸),200308550,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609804554700061,1,6,4489,322
플루나캡슐50밀리그람(플루코나졸),200302641,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317988895100079,1,5,4490,322
루나졸캡슐(플루코나졸),200300855,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154116102474900052,1,5,4491,322
터나빈정(테르비나핀염산염),200404722,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KcjH,0,0,315,2864
다보타민큐정,200300416,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200099,2,2,18,322
스니코에스캅셀,200000887,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317997027100160,1,2,4492,322
비타써클연질캡슐,200300420,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000162,2,2,4493,322
아미콜파워정,200301986,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000165,1,2,4494,322
덴타-씨플러스캡슐(수출용),200301341,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000171,1,2,4495,322
디로칸캡슐(플루코나졸),200402303,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlqz,1,5,4496,322
티로프란정(티로프라미드염산염),200402281,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvltD,0,0,1185,337
가바틴캡슐100밀리그람(가바펜틴),200402135,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlVz,1,0,4497,322
가바틴캡슐300밀리그람(가바펜틴),200402136,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlWF,1,3,4498,322
아세론정(아세클로페낙),200402557,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6CEW,0,0,1127,646
아세탑정(아세클로페낙),200402064,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6RX6,0,0,442,12932
글리메드정2밀리그램(글리메피리드),200401285,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200135,6,4,1938,46
글리메피드정2mg(글리메피리드),200403269,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369812688200001,6,4,4499,46
글리메릴정(글리메피리드),200300604,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200141,6,4,530,46
그루리스정2밀리그램(글리메피리드),200400063,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200147,6,4,4500,13459
미아릴정(글리메피리드)(수출명:메니다정),200308841,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OBvPlWzXny,6,4,4212,46
사메론정(S-아데노실-L-메티오닌황산토실산염),200400032,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765867288000046,0,3,516,13460
유유마이코부틴캡슐(리파부틴),200400200,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326612280200119,1,2,4501,322
씨트클러캡슐250밀리그램(세파클러수화물),200401908,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N6ibdbl62t,1,7,4502,322
세프레캡슐250mg(세파클러수화물),200400612,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200171,1,7,4503,322
영풍세파클러캡슐250밀리그램,200402927,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335258227300132,1,6,4504,322
올세파캡슐(세파클러수화물),200403525,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200177,1,6,4505,322
데록실캡슐(세파드록실수화물),200402061,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DzAv,1,3,4506,322
드로파캡슐(세파드록실수화물),200802225,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N3F7xAQAC0,1,4,4507,322
세넥심캡슐100밀리그람(세픽심수화물),200404195,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200192,1,3,4508,322
넬슨세픽심캡슐(세픽심수화물),200402368,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452800001,1,3,4509,322
쎄팍캡슐(세픽심)(수출용),200402693,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200198,1,3,2612,322
한올세픽심수화물캡슐,200400347,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597929383800058,1,3,4510,322
위더스세프라딘캡슐500밀리그램(세프라딘수화물),200400397,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085613171500126,1,3,4511,322
로마이신정(록시트로마이신),200404616,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzoa,0,0,4512,322
아목클란듀오정500밀리그램(아목시실린:클라불란산칼륨(7:1)),200402645,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3Trf,2,0,2419,935
아나시정200mg(아시클로버),200704910,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200013,0,6,1138,322
시록신정250mg(시프로플록사신염산염),200401235,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000117,0,0,4513,322
레야타즈캡슐200밀리그램(아타자나비르황산염),200410363,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706763859300056,1,6,4514,322
비라셉트필름코팅정250밀리그램(메실산넬피나비어),200400171,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200028,1,5,4515,13461
삐콤씨에이스정(수출명:유한삐콤씨에이스정),200400500,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200034,2,2,1,13462
속코정,200401321,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200037,1,0,4516,632
이누렉신캡슐(은교산건조엑스(8.16→1)),200400821,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031794671000008,1,1,4517,322
아진팜정,200401307,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200044,1,3,4518,322
통키파에이정(나프록센나트륨),199703566,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256854515100168,2,6,322,322
라모진정100밀리그람(라모트리진),200500216,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131800050,8,3,4519,46
라모진정50mg(라모트리진),200901633,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300010,8,3,4520,46
알파스카정(피나스테리드),200400150,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300013,5,5,297,322
알메틴연질캡슐(수출명:노크램프연질캡슐),200401082,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300016,1,4,4521,322
심바란정(심바스타틴),200402472,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v40Y,2,3,1017,46
웰피트캡슐(플루옥세틴염산염),200402466,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285645249900037,1,4,4522,322
신코나졸캡슐(플루코나졸),200402573,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599011651200038,1,5,4523,322
크라신정,200400020,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597935837700047,1,5,3767,1263
화인콜에프정,200400029,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609816285800053,1,0,1263,13463
바로코푸캡슐,200400030,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317997027100014,1,4,4524,322
티로정(티로프라미드염산염),200404854,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6CLn,0,0,987,13464
바이페롤정,198501530,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300049,2,2,4525,322
세푸틴정(세푸록심악세틸)(수출명:Cefutina),200301260,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300052,1,0,4526,322
"스파졸캡슐(이트라코나졸)(수출명:IconazoleCaps.100mg,KupitralCaps.100mg)",200301285,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlpH,1,6,4527,322
뉴로펜틴캡슐(가바펜틴),200401772,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlpZ,1,3,4528,322
오그멕스듀오정500mg,200401793,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300064,2,0,2342,935
레바스정(레바미피드),200402903,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300067,0,0,4529,322
디나졸캡슐(플루코나졸),200403304,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125966517300059,1,5,4530,322
아세필캡슐(아세브로필린),200403290,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125969598800009,1,4,4531,322
메로콕스캡슐15밀리그램(멜록시캄),200400179,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300076,1,4,4532,322
환인도네페질정5밀리그램(도네페질염산염수화물),200802325,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665508550600027,0,0,1898,627
아디레쎈캡슐(디아세레인),200500237,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759733649300140,1,3,4533,322
타크로리캡슐(타크로리무스수화물),200500213,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000102,1,0,4534,322
아마필정(글리메피리드),200402913,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032446669800196,6,4,4535,46
에나펜정,200402933,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300091,1,3,2986,46
비스본정(알렌드론산나트륨수화물),200501531,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300094,2,0,4536,322
아마릴엠정1/250밀리그람(수출명 : 코아마릴1/250밀리그람),200500971,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6DFY,6,3,3972,322
로사딘서방캡슐75밀리그램(록사티딘아세테이트염산염서방성과립제45.45%),200202753,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151318001317200136,1,0,4537,322
레코미드정(레바미피드),200200475,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609556259100098,0,0,1,2442
에토돌정200mg(미분화에토돌락),200200480,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400042,2,2,1,13465
노페인정(수출용),200204346,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400059,1,3,2576,322
잔트란정,200204276,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400078,0,0,4538,322
트리엠정100밀리그램(트리메부틴말레산염),200204369,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400088,0,0,4539,322
